transaction_id,amount,transaction_hour,merchant_category,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,is_fraud
,209.73,18.0,Electronics,0.0,0.0,98.0,0.0,60.0,0.0
1778.0,103.6,15.0,Travel,0.0,0.0,54.0,2.0,54.0,0.0
1779.0,52.91,14.0,Travel,0.0,0.0,80.0,2.0,38.0,0.0
1780.0,330.85,,Electronics,0.0,0.0,,2.0,,0.0
1781.0,7.05,0.0,Food,0.0,0.0,47.0,4.0,50.0,0.0
1782.0,417.67,23.0,Food,0.0,0.0,41.0,,66.0,0.0
1783.0,111.41,error_transaction_hour,Travel,0.0,0.0,48.0,4.0,29.0,0.0
1784.0,182.5,22.0,Travel,0.0,0.0,71.0,1.0,47.0,0.0
1785.0,193.84,11.0,Clothing,0.0,0.0,35.0,2.0,21.0,0.0
1786.0,405.89,9.0,Food,0.0,0.0,65.0,1.0,56.0,0.0
1787.0,182.24,13.0,Electronics,0.0,0.0,39.0,4.0,28.0,
,171.31,9.0,Travel,0.0,0.0,76.0,2.0,61.0,0.0
error_transaction_id,12.42,9.0,Travel,0.0,,58.0,2.0,44.0,0.0
1790.0,131.52,19.0,Clothing,0.0,,84.0,2.0,65.0,0.0
1791.0,29.29,10.0,Clothing,0.0,0.0,81.0,2.0,35.0,0.0
1792.0,240.71,21.0,Clothing,0.0,0.0,57.0,5.0,31.0,0.0
1793.0,129.22,15.0,Grocery,0.0,0.0,45.0,0.0,32.0,0.0
1794.0,205.23,8.0,Electronics,0.0,0.0,48.0,2.0,66.0,0.0
1795.0,7.66,14.0,Grocery,0.0,0.0,44.0,,51.0,0.0
1796.0,15.95,13.0,Travel,0.0,0.0,92.0,100.66462167689161,40.0,0.0
1797.0,226.79,18.0,,0.0,0.0,84.0,2.0,52.0,0.0
1798.0,13.47,8.0,Clothing,1.0,0.0,70.0,1.0,22.0,0.0
1799.0,13.31,3.0,Clothing,0.0,0.0,57.0,,,0.0
1800.0,2.19,20.0,Food,0.0,0.0,55.0,5.0,43.0,0.0
1801.0,564.3,6.0,ELECTRONICS,,0.0,58.0,0.0,,0.0
1802.0,240.76,21.0,Grocery,0.0,0.0,46.0,2.0,32.0,0.0
1803.0,78.44,7.0,,0.0,1.0,54.0,2.0,49.0,0.0
,63.31,23.0,Clothing,0.0,0.0,29.0,3.0,59.0,0.0
1805.0,error_amount,7.0,Travel,0.0,0.0,65.0,4.0,41.0,0.0
1806.0,268.22,18.0,Food,0.0,0.0,69.0,2.0,53.0,0.0
1807.0,194.91,14.0,Electronics,0.0,0.0,85.0,3.0,62.0,0.0
1808.0,36.87,15.0,Travel,0.0,0.0,37.0,4.0,33.0,0.0
1809.0,34.43,21.0,Clothing,0.0,0.0,33.0,1.0,27.0,0.0
1810.0,18.64,22.0,CLOTHING,0.0,0.0,59.0,3.0,51.0,0.0
1811.0,194.35,8.0,Clothing,0.0,,42.0,2.0,57.0,0.0
1812.0,260.19,11.0,Clothing,0.0,0.0,36.0,,31.0,0.0
1813.0,55.43,15.0,Food,,0.0,65.0,1.0,22.0,0.0
1814.0,3.81,3.0,Food,0.0,0.0,40.0,1.0,35.0,0.0
1815.0,,4.0,Electronics,0.0,0.0,37.0,1.0,25.0,0.0
1816.0,618.78,7.0,Clothing,0.0,0.0,42.0,0.0,48.0,0.0
1817.0,63.03,0.0,Food,0.0,0.0,75.0,100.66462167689161,61.0,0.0
1818.0,263.93,5.0,Travel,0.0,0.0,57.0,3.0,35.0,0.0
1819.0,176.39,14.0,Food,0.0,0.0,94.0,2.0,30.0,0.0
1820.0,86.61,3.0,Food,0.0,0.0,91.0,0.0,54.0,0.0
1821.0,41.45,20.0,Electronics,0.0,0.0,78.0,0.0,28.0,0.0
1822.0,,10.0,,0.0,0.0,30.0,1.0,20.0,0.0
1823.0,171.82,4.0,Travel,0.0,0.0,60.0,,33.0,0.0
1824.0,268.21,17.0,Clothing,0.0,0.0,79.0,0.0,25.0,0.0
1825.0,,23.0,Grocery,0.0,0.0,74.0,4.0,34.0,0.0
,136.02,14.0,Electronics,0.0,0.0,95.0,3.0,55.0,0.0
1827.0,7.71,17.0,Travel,0.0,0.0,90.0,0.0,30.0,0.0
1828.0,622.33,19.0,Electronics,0.0,0.0,39.0,1.0,66.0,0.0
1829.0,288.55,12.0,Clothing,0.0,1.0,46.0,2.0,52.0,0.0
1830.0,62.37,4.0,Food,0.0,0.0,73.0,2.0,62.0,0.0
1831.0,703.9,0.0,Food,0.0,0.0,62.0,3.0,57.0,0.0
1832.0,165.78,21.0,Travel,0.0,0.0,32.0,0.0,25.0,0.0
1833.0,157.19,,CLOTHING,0.0,0.0,32.0,1.0,36.0,0.0
1834.0,248.15,13.0,Grocery,0.0,0.0,61.0,3.0,59.0,0.0
1835.0,300.62,4.0,Grocery,0.0,0.0,96.0,3.0,32.0,0.0
1836.0,192.33,5.0,Food,0.0,0.0,49.0,3.0,24.0,0.0
1837.0,24.67,23.0,Clothing,0.0,0.0,78.0,0.0,67.0,0.0
1838.0,74.32,15.0,Clothing,0.0,0.0,,1.0,,0.0
1839.0,473.81,21.0,Travel,1.0,,83.0,2.0,2168.5517593064765,0.0
1840.0,45.79,20.0,Grocery,0.0,0.0,55.0,4.0,66.0,0.0
1841.0,83.79,11.0,Travel,0.0,0.0,30.0,4.0,,0.0
1842.0,,19.0,Electronics,,0.0,66.0,2.0,19.0,0.0
1843.0,,17.0,Clothing,0.0,0.0,76.0,100.66462167689161,39.0,0.0
1844.0,8813.402647488014,1.0,Grocery,0.0,0.0,71.0,,,0.0
1845.0,515.89,22.0,Travel,0.0,1.0,52.0,1.0,60.0,0.0
1846.0,49.56,20.0,Food,0.0,0.0,60.0,4.0,42.0,0.0
1847.0,23.32,error_transaction_hour,Electronics,0.0,0.0,64.0,0.0,43.0,0.0
1848.0,39.6,12.0,,0.0,0.0,37.0,0.0,29.0,0.0
1849.0,392.35,16.0,Food,0.0,0.0,73.0,2.0,20.0,0.0
1850.0,186.83,error_transaction_hour,Grocery,,0.0,28.0,0.0,38.0,0.0
1851.0,60.61,15.0,Grocery,0.0,0.0,88.0,4.0,22.0,0.0
1852.0,304.66,20.0,Electronics,0.0,0.0,47.0,4.0,29.0,0.0
1853.0,355.67,17.0,Food,0.0,0.0,82.0,4.0,44.0,0.0
1854.0,337.35,7.0,Clothing,,0.0,39.0,3.0,18.0,0.0
,452.23,2.0,Grocery,0.0,0.0,70.0,3.0,60.0,0.0
,52.32,16.0,Clothing,0.0,0.0,63.0,1.0,20.0,0.0
1857.0,253.2,17.0,Clothing,0.0,0.0,71.0,0.0,69.0,0.0
1858.0,,22.0,Travel,0.0,0.0,61.0,3.0,27.0,
1859.0,332.13,5.0,Travel,0.0,0.0,65.0,2.0,,0.0
1860.0,234.68,7.0,Grocery,0.0,0.0,69.0,2.0,36.0,0.0
1861.0,269.66,22.0,Clothing,0.0,0.0,54.0,0.0,48.0,0.0
1862.0,192.17,12.0,Travel,0.0,0.0,95.0,2.0,30.0,0.0
1863.0,35.16,7.0,Food,0.0,0.0,92.0,,69.0,0.0
1864.0,141.75,18.0,Food,0.0,0.0,31.0,4.0,47.0,0.0
1865.0,752.03,5.0,Food,0.0,0.0,71.0,1.0,31.0,0.0
1866.0,498.74,22.0,Food,0.0,0.0,71.0,1.0,49.0,0.0
1867.0,,14.0,Clothing,0.0,0.0,84.0,2.0,59.0,0.0
1868.0,32.42,9.0,Food,0.0,0.0,29.0,1.0,66.0,0.0
1869.0,25.43,,Clothing,1.0,0.0,72.0,3.0,55.0,0.0
1870.0,233.02,0.0,Grocery,0.0,1.0,98.0,2.0,54.0,0.0
,306.46,6.0,Grocery,0.0,0.0,46.0,1.0,31.0,0.0
,43.23,12.0,Food,0.0,0.0,47.0,3.0,63.0,0.0
1873.0,126.89,2.0,Food,1.0,0.0,,0.0,54.0,
1874.0,330.66,18.0,Food,0.0,0.0,76.0,3.0,45.0,0.0
1875.0,,14.0,Grocery,0.0,0.0,95.0,1.0,37.0,0.0
1876.0,140.65,4.0,Travel,0.0,0.0,70.0,2.0,42.0,0.0
1877.0,160.64,10.0,Grocery,0.0,0.0,62.0,2.0,28.0,0.0
1878.0,127.8,21.0,Food,0.0,0.0,64.0,2.0,44.0,0.0
1879.0,63.57,,TRAVEL,0.0,1.0,39.0,2.0,46.0,0.0
1880.0,149.84,error_transaction_hour,Travel,0.0,0.0,93.0,1.0,22.0,0.0
1881.0,210.17,5.0,Electronics,1.0,0.0,36.0,,40.0,0.0
1882.0,371.9,2.0,Clothing,0.0,0.0,91.0,2.0,68.0,0.0
1883.0,182.05,4.0,Food,0.0,0.0,81.0,2.0,64.0,0.0
1884.0,257.72,8.0,Clothing,0.0,0.0,43.0,,66.0,0.0
1885.0,31.4,18.0,Electronics,0.0,0.0,54.0,1.0,34.0,0.0
1886.0,111.43,error_transaction_hour,Clothing,0.0,1.0,42.0,2.0,20.0,0.7656186198448346
1887.0,1.69,5.0,Food,0.0,0.0,87.0,2.0,68.0,0.0
1888.0,50.99,10.0,Electronics,0.0,0.0,31.0,1.0,22.0,0.0
1889.0,233.34,20.0,Clothing,0.0,0.0,84.0,2.0,25.0,0.0
1890.0,864.87,20.0,Grocery,0.0,0.0,87.0,2.0,50.0,0.0
1891.0,18.8,13.0,Travel,0.0,0.0,81.0,2.0,31.0,0.0
1892.0,92.4,5.0,Electronics,0.0,0.0,99.0,3.0,59.0,
1893.0,289.76,5.0,Grocery,,0.0,63.0,2.0,48.0,0.0
1894.0,41.08,16.0,Food,0.0,0.0,,1.0,25.0,0.0
1895.0,error_amount,10.0,Travel,1.0,0.0,80.0,1.0,18.0,0.0
1896.0,237.74,14.0,Electronics,0.0,0.0,34.0,0.0,22.0,0.0
1897.0,172.27,8.0,Travel,0.0,0.0,44.0,7.0,,0.0
1898.0,37.49,20.0,,,0.0,,0.0,56.0,0.0
1899.0,79.04,16.0,Electronics,0.0,0.0,63.0,,22.0,0.0
1900.0,275.67,23.0,Clothing,0.0,0.0,52.0,4.0,51.0,0.0
,145.43,6.0,Travel,0.0,0.0,54.0,2.0,,0.0
1902.0,0.94,6.0,Travel,0.0,0.0,82.0,1.0,18.0,0.0
error_transaction_id,257.63,20.0,Grocery,0.0,0.0,,3.0,27.0,0.0
1904.0,6.47,0.0,Food,1.0,0.0,86.0,3.0,55.0,0.0
1905.0,246.49,7.0,Grocery,0.0,0.0,25.0,2.0,55.0,0.0
1906.0,40.72,4.0,Clothing,0.0,,92.0,1.0,31.0,0.0
1907.0,570.93,18.0,Electronics,0.0,0.0,49.0,2.0,25.0,0.0
1908.0,82.58,7.0,Clothing,0.0,0.0,63.0,0.0,42.0,0.0
1909.0,error_amount,16.0,Clothing,0.0,0.0,35.0,1.0,46.0,0.0
1910.0,29.02,18.0,Grocery,0.0,0.0,83.0,2.0,67.0,0.0
1911.0,65.65,11.0,Electronics,0.0,0.0,61.0,4.0,54.0,0.0
1912.0,376.69,22.0,Food,0.0,0.0,,1.0,38.0,0.0
1913.0,1009.57,14.0,Clothing,0.0,,33.0,100.66462167689161,48.0,0.0
1914.0,82.68,3.0,Food,0.0,0.0,70.0,0.0,63.0,0.0
1915.0,107.16,22.0,Electronics,0.0,0.0,33.0,4.0,59.0,0.0
1916.0,230.47,11.0,Electronics,,0.0,89.0,1.0,41.0,0.0
1917.0,8813.402647488014,12.0,Grocery,0.0,0.0,95.0,2.0,58.0,0.0
1918.0,161.83,13.0,Travel,0.0,0.0,66.0,2.0,38.0,0.7656186198448346
1919.0,89.42,4.0,Grocery,1.0,0.0,58.0,3.0,20.0,0.0
1920.0,95.78,21.0,Food,0.0,0.0,52.0,1.0,49.0,0.0
1921.0,214.11,578.7406093489149,,,0.0,85.0,0.0,23.0,0.0
1922.0,0.58,6.0,Electronics,0.0,1.0,64.0,0.0,24.0,0.0
1923.0,173.97,14.0,Clothing,0.0,0.0,78.0,4.0,68.0,0.0
1924.0,79.07,12.0,Travel,0.0,0.0,83.0,1.0,32.0,0.0
1925.0,284.55,15.0,Electronics,0.0,0.0,69.0,3.0,51.0,0.0
1926.0,17.57,11.0,Clothing,0.0,0.0,63.0,3.0,63.0,0.0
1927.0,159.7,6.0,Food,0.0,0.0,66.0,4.0,63.0,0.0
1928.0,118.04,15.0,Food,0.0,0.0,35.0,7.0,29.0,0.0
1929.0,185.06,,Food,1.0,0.0,99.0,0.0,,0.0
1930.0,12.07,22.0,Grocery,0.0,0.0,62.0,3.0,42.0,0.0
1931.0,156.14,,Food,0.0,0.0,81.0,4.0,55.0,0.0
1932.0,148.38,578.7406093489149,Food,0.0,0.0,36.0,1.0,19.0,0.0
1933.0,148.05,2.0,Grocery,0.0,0.0,66.0,2.0,38.0,0.0
1934.0,166.51,14.0,Clothing,0.0,0.0,87.0,3.0,40.0,0.0
1935.0,203.12,2.0,Electronics,0.0,0.0,33.0,0.0,50.0,0.0
1936.0,294.25,,Travel,0.0,0.0,46.0,2.0,44.0,0.0
1937.0,56.6,17.0,Food,0.0,0.0,62.0,2.0,60.0,0.0
error_transaction_id,313.79,13.0,Food,0.0,0.0,97.0,4.0,46.0,0.0
1939.0,124.14,578.7406093489149,Food,0.0,0.0,81.0,1.0,64.0,0.0
1940.0,14.43,18.0,Grocery,0.0,0.0,91.0,2.0,55.0,0.0
1941.0,10.86,13.0,Grocery,0.0,1.0,54.0,3.0,34.0,0.0
1942.0,73.23,19.0,GROCERY,0.0,,50.0,,25.0,0.0
1943.0,276.59,5.0,Travel,0.0,0.0,96.0,1.0,38.0,0.0
1944.0,221.38,7.0,Electronics,0.0,0.0,78.0,2.0,40.0,0.0
1945.0,,6.0,Food,0.0,0.0,56.0,,69.0,0.0
1946.0,131.09,19.0,Clothing,0.0,0.0,46.0,3.0,35.0,0.0
1947.0,104.43,17.0,Food,,0.0,32.0,0.0,61.0,0.0
1948.0,28.71,17.0,Food,1.0,0.0,90.0,0.0,25.0,0.0
1949.0,71.6,14.0,,4.923391215526047,0.0,38.0,,69.0,0.0
1950.0,102.46,19.0,Food,0.0,0.0,29.0,2.0,41.0,0.7656186198448346
1951.0,16.7,21.0,Electronics,0.0,0.0,37.0,5.0,26.0,0.0
1952.0,44.86,18.0,Clothing,0.0,0.0,48.0,3.0,46.0,0.0
1953.0,164.14,21.0,Grocery,0.0,0.0,59.0,3.0,28.0,0.0
1954.0,239.5,,Clothing,0.0,0.0,92.0,0.0,62.0,0.0
1955.0,1152.99,20.0,Food,0.0,1.0,50.0,4.0,53.0,0.0
1956.0,486.86,1.0,Clothing,0.0,0.0,98.0,1.0,25.0,0.0
1957.0,185.18,7.0,Food,0.0,0.0,62.0,4.0,21.0,0.0
1958.0,98.44,20.0,Clothing,0.0,0.0,58.0,6.0,63.0,0.0
1959.0,182.0,10.0,Travel,0.0,0.0,58.0,6.0,41.0,0.0
1960.0,277.23,,Clothing,4.923391215526047,1.0,43.0,2.0,66.0,0.0
1961.0,22.67,22.0,Grocery,0.0,0.0,27.0,0.0,19.0,0.0
1962.0,94.94,12.0,Grocery,0.0,,60.0,0.0,29.0,0.0
1963.0,329.64,8.0,Clothing,0.0,0.0,28.0,100.66462167689161,29.0,0.0
1964.0,87.16,8.0,Clothing,0.0,0.0,50.0,2.0,43.0,0.0
1965.0,152.7,16.0,Electronics,0.0,0.0,99.0,0.0,36.0,0.0
1966.0,159.51,6.0,,0.0,0.0,27.0,2.0,67.0,0.0
1967.0,36.71,8.0,Grocery,0.0,1.0,,,43.0,0.0
1968.0,80.96,21.0,,0.0,0.0,33.0,1.0,41.0,0.0
1969.0,73.3,0.0,Grocery,0.0,0.0,70.0,0.0,59.0,0.0
1970.0,4.78,1.0,Electronics,,0.0,90.0,1.0,42.0,0.0
1971.0,4.41,3.0,Clothing,0.0,0.0,38.0,2.0,58.0,0.0
1972.0,320.76,13.0,Travel,1.0,0.0,27.0,2.0,33.0,0.0
1973.0,57.41,3.0,Grocery,0.0,1.0,26.0,1.0,18.0,1.0
1974.0,131.4,1.0,,0.0,0.0,57.0,2.0,49.0,0.0
1975.0,63.87,7.0,Food,1.0,0.0,34.0,3.0,65.0,0.0
1976.0,508.46,17.0,Grocery,0.0,0.0,77.0,3.0,41.0,0.0
1977.0,54.03,18.0,,0.0,0.0,68.0,4.0,57.0,0.0
1978.0,101.07,13.0,Travel,0.0,0.0,62.0,4.0,68.0,0.0
1979.0,371.06,19.0,Clothing,0.0,1.0,45.0,3.0,51.0,0.0
1980.0,332.05,9.0,Clothing,0.0,0.0,59.0,3.0,67.0,0.0
1981.0,37.07,16.0,Clothing,0.0,0.0,91.0,2.0,37.0,0.0
1982.0,292.09,7.0,Food,0.0,0.0,46.0,2.0,40.0,0.0
1983.0,110.31,13.0,Clothing,0.0,0.0,44.0,2.0,45.0,0.0
1984.0,,20.0,Electronics,0.0,0.0,92.0,1.0,69.0,0.0
1985.0,25.79,22.0,,0.0,,32.0,4.0,35.0,0.0
1986.0,15.13,7.0,Grocery,0.0,0.0,75.0,3.0,49.0,0.0
1987.0,234.31,4.0,Travel,0.0,0.0,50.0,1.0,,0.0
1988.0,123.5,15.0,Food,0.0,0.0,,4.0,56.0,0.0
1989.0,103.36,7.0,Grocery,0.0,0.0,89.0,100.66462167689161,56.0,0.0
1990.0,235.35,9.0,Food,0.0,0.0,50.0,2.0,45.0,0.0
error_transaction_id,261.06,7.0,Travel,0.0,0.0,71.0,3.0,54.0,0.0
,31.15,8.0,Clothing,1.0,1.0,67.0,2.0,69.0,0.0
1993.0,,17.0,Travel,0.0,1.0,33.0,1.0,43.0,0.0
1994.0,26.18,,Electronics,0.0,0.0,59.0,2.0,44.0,0.0
1995.0,,16.0,Clothing,0.0,0.0,43.0,1.0,61.0,0.0
,192.58,19.0,,0.0,0.0,72.0,4.0,44.0,0.0
1997.0,564.77,14.0,Clothing,0.0,0.0,52.0,4.0,62.0,0.0
1998.0,12.86,20.0,,1.0,0.0,27.0,1.0,34.0,0.0
1999.0,10.57,16.0,Electronics,0.0,0.0,42.0,0.0,32.0,0.0
2000.0,59.68,7.0,Food,0.0,0.0,37.0,100.66462167689161,65.0,0.0
2001.0,54.61,1.0,Travel,0.0,0.0,51.0,3.0,30.0,0.0
2002.0,NAN,,Grocery,0.0,1.0,64.0,2.0,39.0,0.0
2003.0,426.09,17.0,Grocery,0.0,0.0,63.0,3.0,60.0,0.0
2004.0,51.67,4.0,Travel,,0.0,82.0,2.0,52.0,0.0
2005.0,57.13,8.0,Food,0.0,0.0,81.0,3.0,40.0,0.0
2006.0,256.43,8.0,Grocery,0.0,1.0,48.0,2.0,18.0,0.0
2007.0,107.53,1.0,,0.0,1.0,3091.5985282093216,2.0,2168.5517593064765,0.0
2008.0,269.87,,Clothing,0.0,0.0,75.0,,25.0,0.0
2009.0,12.17,18.0,Travel,0.0,0.0,3091.5985282093216,5.0,22.0,0.0
2010.0,120.35,22.0,Clothing,0.0,0.0,85.0,2.0,56.0,0.0
2011.0,6.15,error_transaction_hour,Grocery,0.0,0.0,73.0,0.0,52.0,0.0
2012.0,11.65,,Food,0.0,0.0,47.0,0.0,58.0,0.0
2013.0,426.44,13.0,Clothing,1.0,0.0,28.0,1.0,31.0,0.0
2014.0,8813.402647488014,13.0,Grocery,0.0,0.0,61.0,1.0,19.0,0.0
2015.0,136.83,13.0,Electronics,0.0,0.0,30.0,3.0,20.0,0.0
2016.0,95.31,5.0,Clothing,0.0,0.0,52.0,2.0,36.0,0.0
2017.0,76.81,,,0.0,0.0,32.0,2.0,27.0,0.0
2018.0,414.17,0.0,ELECTRONICS,0.0,0.0,44.0,3.0,19.0,0.0
2019.0,3.97,15.0,Grocery,0.0,0.0,40.0,1.0,62.0,0.0
2020.0,196.2,3.0,Travel,0.0,0.0,37.0,2.0,31.0,0.0
2021.0,595.36,0.0,Food,0.0,0.0,86.0,0.0,36.0,0.0
2022.0,147.85,16.0,Grocery,0.0,0.0,90.0,1.0,62.0,0.0
2023.0,497.13,17.0,Clothing,0.0,0.0,77.0,4.0,24.0,0.0
2024.0,9.66,7.0,Food,0.0,0.0,52.0,,20.0,0.0
2025.0,97.68,1.0,Travel,0.0,,,2.0,18.0,0.0
2026.0,54.24,17.0,Grocery,0.0,,31.0,3.0,69.0,0.0
2027.0,236.23,,Travel,0.0,0.0,45.0,2.0,40.0,0.0
2028.0,716.23,9.0,Clothing,0.0,1.0,65.0,0.0,30.0,0.0
2029.0,53.36,7.0,Grocery,0.0,1.0,63.0,3.0,55.0,0.0
2030.0,191.13,11.0,Clothing,0.0,0.0,97.0,2.0,61.0,0.0
2031.0,39.74,21.0,Food,0.0,0.0,34.0,3.0,27.0,
2032.0,149.97,15.0,Food,0.0,0.0,55.0,4.0,,0.0
2033.0,112.23,11.0,Travel,0.0,0.0,,3.0,48.0,0.0
2034.0,643.63,10.0,Travel,0.0,0.0,93.0,1.0,50.0,0.0
2035.0,168.81,19.0,Food,0.0,0.0,,2.0,41.0,0.0
2036.0,77.4,error_transaction_hour,Electronics,,0.0,62.0,,30.0,0.0
,21.81,0.0,Food,0.0,0.0,67.0,3.0,51.0,0.0
,29.52,2.0,Grocery,0.0,0.0,26.0,2.0,36.0,0.0
2039.0,45.95,11.0,Clothing,4.923391215526047,0.0,30.0,5.0,37.0,0.0
2040.0,,8.0,Food,0.0,0.0,53.0,1.0,20.0,
2041.0,,20.0,Food,0.0,,,2.0,36.0,
2042.0,error_amount,21.0,Clothing,0.0,0.0,64.0,1.0,64.0,0.0
2043.0,133.39,4.0,Clothing,0.0,1.0,61.0,2.0,48.0,0.0
2044.0,21.94,0.0,Grocery,0.0,0.0,31.0,2.0,36.0,0.0
2045.0,354.08,9.0,Clothing,0.0,0.0,74.0,1.0,59.0,0.0
2046.0,230.95,,Travel,0.0,0.0,,,44.0,0.0
2047.0,12.61,3.0,Food,0.0,0.0,32.0,2.0,28.0,0.0
2048.0,221.48,14.0,Clothing,0.0,0.0,95.0,4.0,,0.0
2049.0,141.17,18.0,Grocery,0.0,1.0,79.0,100.66462167689161,57.0,0.0
2050.0,15.35,7.0,Clothing,0.0,0.0,72.0,3.0,28.0,
2051.0,110.35,22.0,,0.0,0.0,98.0,3.0,34.0,0.0
2052.0,119.34,14.0,Electronics,0.0,0.0,,2.0,51.0,0.0
2053.0,32.63,6.0,Clothing,0.0,0.0,40.0,0.0,67.0,0.0
2054.0,524.38,14.0,Travel,0.0,0.0,49.0,1.0,26.0,0.0
2055.0,341.45,7.0,Food,0.0,0.0,53.0,4.0,56.0,0.0
2056.0,199.03,22.0,Grocery,1.0,0.0,32.0,2.0,59.0,0.0
2057.0,111.68,9.0,,0.0,0.0,79.0,4.0,40.0,
2058.0,95.51,17.0,Electronics,0.0,0.0,76.0,1.0,25.0,0.0
2059.0,189.47,3.0,,0.0,0.0,50.0,1.0,30.0,0.0
2060.0,141.91,14.0,Electronics,0.0,0.0,49.0,0.0,51.0,0.0
,11.57,10.0,Electronics,0.0,0.0,97.0,0.0,59.0,0.0
2062.0,129.32,21.0,Travel,4.923391215526047,0.0,50.0,1.0,34.0,0.0
2063.0,295.56,2.0,Clothing,0.0,0.0,71.0,1.0,65.0,0.0
2064.0,110.66,14.0,Travel,0.0,0.0,25.0,5.0,,0.0
2065.0,9.6,2.0,Travel,0.0,0.0,88.0,2.0,55.0,0.0
2066.0,277.75,14.0,Travel,0.0,0.0,36.0,2.0,32.0,0.0
2067.0,40.47,5.0,Grocery,0.0,0.0,48.0,1.0,48.0,0.7656186198448346
2068.0,53.86,0.0,Clothing,0.0,0.0,54.0,1.0,64.0,0.0
2069.0,32.39,13.0,Clothing,0.0,0.0,38.0,,65.0,0.0
error_transaction_id,72.14,15.0,Grocery,0.0,0.0,47.0,3.0,20.0,0.0
2071.0,254.46,0.0,Travel,0.0,0.0,26.0,4.0,62.0,0.0
2072.0,131.88,error_transaction_hour,Travel,1.0,0.0,27.0,3.0,67.0,0.0
,41.27,16.0,Electronics,0.0,0.0,30.0,2.0,52.0,0.0
error_transaction_id,378.42,7.0,,0.0,0.0,45.0,0.0,53.0,0.0
2075.0,381.02,17.0,,0.0,0.0,44.0,,22.0,0.0
2076.0,368.04,15.0,Electronics,0.0,0.0,3091.5985282093216,4.0,43.0,0.0
2077.0,49.11,5.0,Clothing,0.0,0.0,64.0,0.0,43.0,0.0
2078.0,108.02,9.0,,0.0,0.0,92.0,2.0,69.0,0.0
2079.0,755.82,9.0,Travel,0.0,0.0,49.0,3.0,41.0,0.0
2080.0,266.12,4.0,Food,0.0,0.0,95.0,1.0,23.0,0.0
2081.0,4.96,11.0,Electronics,0.0,0.0,95.0,1.0,24.0,0.0
2082.0,12.14,19.0,Food,0.0,0.0,57.0,3.0,69.0,0.0
,,error_transaction_hour,Grocery,1.0,0.0,,2.0,45.0,0.0
2084.0,431.88,13.0,Grocery,0.0,0.0,96.0,4.0,62.0,0.0
2085.0,139.27,13.0,Food,0.0,0.0,44.0,2.0,31.0,0.0
2086.0,error_amount,,Food,0.0,0.0,,1.0,56.0,0.0
2087.0,20.06,11.0,Food,0.0,,95.0,2.0,38.0,0.0
2088.0,192.49,19.0,Travel,,0.0,80.0,3.0,28.0,0.0
2089.0,310.78,17.0,Clothing,0.0,0.0,80.0,3.0,29.0,0.0
2090.0,86.17,11.0,Electronics,0.0,0.0,25.0,2.0,,0.0
2091.0,268.99,1.0,Electronics,0.0,0.0,63.0,4.0,67.0,0.0
2092.0,600.76,1.0,Electronics,0.0,0.0,61.0,,51.0,0.0
2093.0,41.02,16.0,Food,0.0,0.0,,2.0,52.0,0.0
2094.0,133.37,9.0,Food,0.0,0.0,96.0,0.0,69.0,0.0
2095.0,60.92,17.0,Food,0.0,0.0,30.0,2.0,24.0,0.0
2096.0,283.38,21.0,,0.0,0.0,46.0,4.0,40.0,0.0
2097.0,,18.0,Travel,0.0,0.0,35.0,1.0,18.0,0.0
2098.0,181.21,20.0,Travel,0.0,0.0,96.0,5.0,37.0,0.0
2099.0,287.83,0.0,Travel,0.0,0.0,33.0,0.0,49.0,0.0
2100.0,90.74,23.0,Grocery,0.0,0.0,37.0,,51.0,0.0
2101.0,443.91,3.0,Travel,0.0,0.0,27.0,3.0,67.0,0.0
2102.0,137.07,3.0,Travel,0.0,0.0,91.0,2.0,37.0,0.0
2103.0,30.95,1.0,Travel,0.0,0.0,31.0,,,0.0
2104.0,214.27,18.0,Electronics,0.0,0.0,91.0,0.0,22.0,
2105.0,8813.402647488014,20.0,Electronics,1.0,0.0,99.0,0.0,41.0,
2106.0,68.56,11.0,Electronics,0.0,0.0,70.0,2.0,38.0,0.0
2107.0,350.31,9.0,Clothing,0.0,0.0,82.0,1.0,29.0,0.0
2108.0,425.88,12.0,Grocery,0.0,0.0,52.0,0.0,19.0,0.0
2109.0,58.36,21.0,Food,0.0,1.0,55.0,4.0,27.0,0.0
2110.0,739.03,22.0,Travel,0.0,0.0,76.0,1.0,30.0,0.0
2111.0,27.3,19.0,Electronics,1.0,0.0,33.0,2.0,48.0,0.0
2112.0,,22.0,Grocery,0.0,0.0,32.0,1.0,63.0,0.0
2113.0,36.65,14.0,Travel,0.0,0.0,42.0,1.0,41.0,0.0
,403.96,2.0,Clothing,0.0,0.0,73.0,1.0,43.0,
2115.0,191.19,,Food,0.0,1.0,35.0,2.0,50.0,0.0
error_transaction_id,29.7,19.0,Travel,0.0,0.0,26.0,3.0,58.0,0.0
2117.0,error_amount,12.0,Food,0.0,0.0,53.0,5.0,41.0,0.0
2118.0,171.95,7.0,Travel,0.0,0.0,79.0,2.0,18.0,0.0
2119.0,15.69,6.0,Clothing,0.0,0.0,77.0,1.0,26.0,0.0
2120.0,385.31,23.0,Grocery,0.0,0.0,,0.0,48.0,0.0
2121.0,292.97,7.0,Food,0.0,0.0,75.0,3.0,41.0,0.0
